question,answer_llm,answer_orig,document
Who reviews the project after I submit it?,Your project is reviewed by **three randomly assigned students who also submitted the capstone project**.,"Each submitted project will be evaluated by three randomly assigned students who have also submitted the project.

You will also be responsible for grading the projects from three fellow students yourself. Please be aware that not complying with this rule implies you may fail to achieve the Certificate at the end of the course.

The final grade you receive will be the median score of the grades from the peer reviewers. The peer review criteria for evaluation must follow the guidelines defined here (TBA for link).",9a2e2d2008
Do I also have to review other students' capstone projects?,"Yes. After you submit your capstone, you’re also responsible for grading three fellow students’ projects. This peer-review step is required, and not doing it may prevent you from getting the certificate.","Each submitted project will be evaluated by three randomly assigned students who have also submitted the project.

You will also be responsible for grading the projects from three fellow students yourself. Please be aware that not complying with this rule implies you may fail to achieve the Certificate at the end of the course.

The final grade you receive will be the median score of the grades from the peer reviewers. The peer review criteria for evaluation must follow the guidelines defined here (TBA for link).",9a2e2d2008
What happens if I don't grade the required number of peer projects?,"If you don’t grade the required number of peer projects, you may fail to achieve the Certificate at the end of the course.","Each submitted project will be evaluated by three randomly assigned students who have also submitted the project.

You will also be responsible for grading the projects from three fellow students yourself. Please be aware that not complying with this rule implies you may fail to achieve the Certificate at the end of the course.

The final grade you receive will be the median score of the grades from the peer reviewers. The peer review criteria for evaluation must follow the guidelines defined here (TBA for link).",9a2e2d2008
Is the final score based on all the reviewer grades or something else?,"The final grade is the **median score** of the grades from the peer reviewers, not a direct average of all reviewer grades.","Each submitted project will be evaluated by three randomly assigned students who have also submitted the project.

You will also be responsible for grading the projects from three fellow students yourself. Please be aware that not complying with this rule implies you may fail to achieve the Certificate at the end of the course.

The final grade you receive will be the median score of the grades from the peer reviewers. The peer review criteria for evaluation must follow the guidelines defined here (TBA for link).",9a2e2d2008
When do we get assigned the projects we need to review or grade?,"You’ll get assigned projects **after the submission deadline has passed**. At that point, an **Excel sheet** will be shared, with **3 projects assigned to each participant**.","After the submission deadline has passed, an Excel sheet will be shared with 3 projects being assigned to each participant.",eae0fb50aa
How will the project review assignments be given out after the deadline?,"After the submission deadline has passed, an Excel sheet will be shared with 3 projects assigned to each participant.","After the submission deadline has passed, an Excel sheet will be shared with 3 projects being assigned to each participant.",eae0fb50aa
Will we receive a list or spreadsheet with the projects we're supposed to grade?,"Yes — after the submission deadline has passed, an Excel sheet will be shared with 3 projects assigned to each participant.","After the submission deadline has passed, an Excel sheet will be shared with 3 projects being assigned to each participant.",eae0fb50aa
How many projects does each participant have to review once assignments are sent?,Each participant will be assigned **3 projects** to review once assignments are sent.,"After the submission deadline has passed, an Excel sheet will be shared with 3 projects being assigned to each participant.",eae0fb50aa
What happens after the submission deadline in terms of project grading assignments?,"After the submission deadline passes, an Excel sheet is shared and each participant is assigned 3 projects to review/grading.","After the submission deadline has passed, an Excel sheet will be shared with 3 projects being assigned to each participant.",eae0fb50aa
"I already turned in my capstone project, so why don’t I see anything to review yet?","Once the submission deadline has passed, projects are assigned to you for evaluation. You can’t choose which projects to review, and you won’t see anything to review until the peer-review list has been released.","Once the project submission deadline has passed, projects will be assigned to you for evaluation. You can't choose which projects to evaluate, and you can’t review before the list has been released.",a8a7fef016
When do project reviews actually start after the submission deadline ends?,"Project reviews start **after the project submission deadline has passed**, once the assigned projects are released in an Excel sheet.","Once the project submission deadline has passed, projects will be assigned to you for evaluation. You can't choose which projects to evaluate, and you can’t review before the list has been released.",a8a7fef016
"Can I pick which capstone projects I want to evaluate, or are they assigned somehow?","You can’t choose them. After the submission deadline passes, projects are assigned to you for evaluation, and an Excel sheet will be shared with 3 projects assigned to each participant.","Once the project submission deadline has passed, projects will be assigned to you for evaluation. You can't choose which projects to evaluate, and you can’t review before the list has been released.",a8a7fef016
Is there a way to review other students’ projects before the review list is released?,I don't know.,"Once the project submission deadline has passed, projects will be assigned to you for evaluation. You can't choose which projects to evaluate, and you can’t review before the list has been released.",a8a7fef016
"I submitted my project already, but the review page is empty — is that normal?","Yes — that can be normal. After the submission deadline has passed, projects are assigned for peer review, and you can’t review anything before the list is released.","Once the project submission deadline has passed, projects will be assigned to you for evaluation. You can't choose which projects to evaluate, and you can’t review before the list has been released.",a8a7fef016
Where can I look for project ideas and datasets for the capstone?,"You can look at the GitHub page for project ideas and datasets:

https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md

It includes several ideas, datasets, tips, and guidelines for the capstone.","Please check [this GitHub page](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md) for several ideas and datasets that could be used for the project, along with tips and guidelines.",e76a70cde3
Is there a page with some dataset suggestions for the project?,"Yes — please check this GitHub page: https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md

It includes several project ideas, dataset suggestions, and some tips and guidelines.","Please check [this GitHub page](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md) for several ideas and datasets that could be used for the project, along with tips and guidelines.",e76a70cde3
Do you have a link with ideas and tips for the capstone project?,"Yes — please check this GitHub page for ideas, datasets, and tips for the capstone project:

https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md","Please check [this GitHub page](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md) for several ideas and datasets that could be used for the project, along with tips and guidelines.",e76a70cde3
I'm looking for possible topics and data sources — where should I check?,"Please check the Capstone Project page on GitHub for ideas and datasets:

https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md

It includes several project ideas, data sources, tips, and guidelines.","Please check [this GitHub page](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md) for several ideas and datasets that could be used for the project, along with tips and guidelines.",e76a70cde3
Which GitHub page should I use to find project inspiration and guidelines?,"Use this GitHub page for project inspiration and guidelines:

[https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md)","Please check [this GitHub page](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md) for several ideas and datasets that could be used for the project, along with tips and guidelines.",e76a70cde3
"Do I actually need Airflow, Mage, or Kestra for the capstone project, or is a simple Python script enough?","No — you do **not** need Airflow, Mage, or Kestra for the capstone.

A **plain Python script** that ingests and indexes your data is enough for full points on the **ingestion pipeline** criterion. A **Jupyter notebook** with the same steps is also acceptable, but worth **1 point instead of 2**.

Use an orchestrator only if it genuinely fits your project, for example if you need **recurring/daily ingestion**.","No. A plain Python script that ingests and indexes your data is enough for full points on the ""ingestion pipeline"" criterion. A Jupyter notebook with the same steps is worth 1 point instead of 2.

Use an orchestrator only if it actually fits your project — for example, recurring ingestion of a feed that updates daily. Don't add one just to score the criterion.",d4f7c08ea1
"If I build the ingestion and indexing part in plain Python, will that still give me full points for the ingestion pipeline?",Yes. A plain Python script that ingests and indexes your data is enough for full points on the ingestion-pipeline criterion.,"No. A plain Python script that ingests and indexes your data is enough for full points on the ""ingestion pipeline"" criterion. A Jupyter notebook with the same steps is worth 1 point instead of 2.

Use an orchestrator only if it actually fits your project — for example, recurring ingestion of a feed that updates daily. Don't add one just to score the criterion.",d4f7c08ea1
What happens if I do the same ingestion steps in a Jupyter notebook instead of a script for the capstone?,"If you do the same ingestion steps in a Jupyter notebook, it’s still acceptable, but for the capstone it’s worth **1 point instead of 2** for the ingestion-pipeline criterion.

A plain Python script gets full points.","No. A plain Python script that ingests and indexes your data is enough for full points on the ""ingestion pipeline"" criterion. A Jupyter notebook with the same steps is worth 1 point instead of 2.

Use an orchestrator only if it actually fits your project — for example, recurring ingestion of a feed that updates daily. Don't add one just to score the criterion.",d4f7c08ea1
"Should I only use an orchestrator when my project really needs scheduled or recurring ingestion, like a daily-updated feed?","No — only use an orchestrator if it actually fits your project.

For the capstone, a plain Python script that ingests and indexes your data is enough for full points on the ingestion-pipeline criterion. An orchestrator makes sense for cases like a feed that updates daily and needs recurring ingestion. Don’t add one just to meet the criterion.","No. A plain Python script that ingests and indexes your data is enough for full points on the ""ingestion pipeline"" criterion. A Jupyter notebook with the same steps is worth 1 point instead of 2.

Use an orchestrator only if it actually fits your project — for example, recurring ingestion of a feed that updates daily. Don't add one just to score the criterion.",d4f7c08ea1
Is it a bad idea to add an orchestration tool just to get credit for the capstone criteria?,"Yes — adding an orchestration tool just to get credit is a bad idea.

For the capstone, you **do not need** Airflow, Mage, or Kestra to get full points on the ingestion pipeline criterion. A **plain Python script** that ingests and indexes your data is enough. A notebook with the same steps would be worth less.

Use an orchestrator only if it genuinely fits your project, for example if you need recurring daily ingestion, retries, monitoring, or task chaining. Otherwise, don’t add one just for the criterion.","No. A plain Python script that ingests and indexes your data is enough for full points on the ""ingestion pipeline"" criterion. A Jupyter notebook with the same steps is worth 1 point instead of 2.

Use an orchestrator only if it actually fits your project — for example, recurring ingestion of a feed that updates daily. Don't add one just to score the criterion.",d4f7c08ea1
How can I evaluate a recommender-style RAG project when there isn’t a clear ground-truth answer?,"You can evaluate it with two complementary methods:

1. **Synthetic ground truth**
   - For each item in your dataset, ask an LLM to generate about 5 user queries that should retrieve that item as the top result.
   - Run those queries through your retriever.
   - Measure retrieval metrics like **hit rate**, **MRR**, or **NDCG**.

2. **LLM-as-a-judge**
   - Sample real or synthetic queries.
   - Run the full RAG pipeline.
   - Have an LLM score the output using a fixed rubric, such as **1–5 relevance/usefulness**.

For recommender-style ranking tasks, **NDCG** is often better than hit rate because it rewards good items appearing near the top of the list, not just the first result.

","Two complementary approaches that both score for the evaluation criterion:

1. Synthetic ground truth (same idea as the course, adapted). For each item in your dataset, prompt the LLM with the item's description and ask it to generate ~5 user queries that should return that item as the top result. Then run those queries through your retrieval and measure hit rate / MRR / NDCG.

2. LLM-as-a-judge for end-to-end quality. Sample queries, run the full RAG, and have an LLM rate the result for relevance/usefulness on a fixed rubric (e.g. 1–5 scale, with criteria you specify in the prompt).

NDCG is often a better fit than hit-rate for ranking-style problems where multiple items are acceptable answers — it rewards getting good items high in the list, not just first.",9b0e2d6a47
What’s a good way to create synthetic test queries for a retrieval system so I can measure hit rate or MRR?,"A good approach is **synthetic ground truth**:

1. Take each item in your corpus.
2. Prompt an LLM with that item’s description.
3. Ask it to generate about **5 user queries** that should retrieve that item as the **top result**.
4. Run those queries through your retriever.
5. Measure **hit rate**, **MRR**, or **NDCG**.

For ranking problems, **NDCG** is often better than plain hit rate because it rewards getting good items higher in the list, not just rank 1.

If you want, I can also suggest a prompt template for generating the synthetic queries.","Two complementary approaches that both score for the evaluation criterion:

1. Synthetic ground truth (same idea as the course, adapted). For each item in your dataset, prompt the LLM with the item's description and ask it to generate ~5 user queries that should return that item as the top result. Then run those queries through your retrieval and measure hit rate / MRR / NDCG.

2. LLM-as-a-judge for end-to-end quality. Sample queries, run the full RAG, and have an LLM rate the result for relevance/usefulness on a fixed rubric (e.g. 1–5 scale, with criteria you specify in the prompt).

NDCG is often a better fit than hit-rate for ranking-style problems where multiple items are acceptable answers — it rewards getting good items high in the list, not just first.",9b0e2d6a47
"For ranking-style RAG, why would I use NDCG instead of just hit rate?","For ranking-style RAG, **NDCG is better than hit rate because it accounts for the order of results**.

- **Hit rate** only tells you whether a relevant item appeared somewhere in the retrieved list.
- **NDCG** rewards relevant items more when they appear **higher** in the ranking, and it can handle cases where **multiple items are acceptable**.

So if your task is “return a good set of results, ranked well,” NDCG gives a more informative score than hit rate.","Two complementary approaches that both score for the evaluation criterion:

1. Synthetic ground truth (same idea as the course, adapted). For each item in your dataset, prompt the LLM with the item's description and ask it to generate ~5 user queries that should return that item as the top result. Then run those queries through your retrieval and measure hit rate / MRR / NDCG.

2. LLM-as-a-judge for end-to-end quality. Sample queries, run the full RAG, and have an LLM rate the result for relevance/usefulness on a fixed rubric (e.g. 1–5 scale, with criteria you specify in the prompt).

NDCG is often a better fit than hit-rate for ranking-style problems where multiple items are acceptable answers — it rewards getting good items high in the list, not just first.",9b0e2d6a47
How do I use an LLM as a judge to score the usefulness of RAG outputs?,"Use an **LLM-as-a-judge** by having it rate sampled RAG outputs against a **fixed rubric** you define in the prompt.

A simple setup is:

1. Sample a query.
2. Run your full RAG pipeline.
3. Give the query + retrieved answer/context to an LLM judge.
4. Ask it to score **relevance/usefulness** on a scale like **1–5**.
5. Specify the criteria in the prompt so the scoring is consistent.

If you want, I can also help you draft a judge prompt/rubric.","Two complementary approaches that both score for the evaluation criterion:

1. Synthetic ground truth (same idea as the course, adapted). For each item in your dataset, prompt the LLM with the item's description and ask it to generate ~5 user queries that should return that item as the top result. Then run those queries through your retrieval and measure hit rate / MRR / NDCG.

2. LLM-as-a-judge for end-to-end quality. Sample queries, run the full RAG, and have an LLM rate the result for relevance/usefulness on a fixed rubric (e.g. 1–5 scale, with criteria you specify in the prompt).

NDCG is often a better fit than hit-rate for ranking-style problems where multiple items are acceptable answers — it rewards getting good items high in the list, not just first.",9b0e2d6a47
"If several items could be acceptable, what metric should I pick to rank my retrieval results better?","NDCG is often the better metric for ranking-style retrieval problems when several items could be acceptable, because it rewards putting good items higher in the list rather than only checking whether the first result is correct.","Two complementary approaches that both score for the evaluation criterion:

1. Synthetic ground truth (same idea as the course, adapted). For each item in your dataset, prompt the LLM with the item's description and ask it to generate ~5 user queries that should return that item as the top result. Then run those queries through your retrieval and measure hit rate / MRR / NDCG.

2. LLM-as-a-judge for end-to-end quality. Sample queries, run the full RAG, and have an LLM rate the result for relevance/usefulness on a fixed rubric (e.g. 1–5 scale, with criteria you specify in the prompt).

NDCG is often a better fit than hit-rate for ranking-style problems where multiple items are acceptable answers — it rewards getting good items high in the list, not just first.",9b0e2d6a47
What chunking approach should I start with for a really large corpus of long PDFs and lots of paragraphs?,"Start simple with **fixed-size chunking**, around **1000 tokens with some overlap**.

For a very large corpus of long PDFs and many paragraphs, the recommended approach is to:

1. **Begin with simple fixed-size chunks**  
   - ~1000 tokens
   - some overlap

2. **Run a small ground-truth eval**  
   - measure hit rate / MRR on representative questions

3. **Iterate if needed**
   - try **LLM-based logical section splitting**
   - optionally add a **short LLM-generated summary per chunk**
   - for long, structured docs, consider **hybrid search (BM25 + dense)**

Also, for PDFs, convert them to clean Markdown first using tools like **pymupdf4llm**, **Docling**, or **GROBID** depending on document type.

So the best starting point is: **fixed-size chunking with overlap, then evaluate and refine**.","Don't try to find the perfect chunker upfront — iterate.

- Start simple: fixed-size chunking (~1000 tokens with some overlap) and run a small ground-truth eval.
- Try smart chunking: ask an LLM to split each document into logical sections, then index each section.
- Add a short LLM-generated summary per chunk and index it alongside, or use it to boost retrieval.
- For long, structured documents (legal, financial), prefer hybrid search (BM25 + dense) so exact wording isn't lost during semantic matching.

Useful tools for parsing PDFs to clean markdown before chunking:

- [`pymupdf4llm`](https://pypi.org/project/pymupdf4llm/) — fast, decent quality.
- [Docling](https://github.com/docling-project/docling) — slower but higher quality on tables/figures.
- [GROBID](https://github.com/kermitt2/grobid) — for academic papers, extracts structure (sections, refs, etc.).

Run the eval again after each change. The goal is measurable improvement on hit rate / MRR for your ground-truth set, not a ""perfect"" chunker in the abstract.",6f2a8b3d10
Is it worth trying an LLM to split documents into sections instead of using fixed-size chunks?,"Yes — it can be worth trying.

The guidance is to **not try to find the perfect chunker upfront**. A good approach is:

- start with **fixed-size chunks** (about **1000 tokens with some overlap**),
- run a small ground-truth evaluation,
- then try **LLM-based splitting into logical sections** and see if it improves retrieval.

For long, structured documents, splitting by sections can be a useful next step, but the key is to **measure whether it improves hit rate / MRR** on your eval set.","Don't try to find the perfect chunker upfront — iterate.

- Start simple: fixed-size chunking (~1000 tokens with some overlap) and run a small ground-truth eval.
- Try smart chunking: ask an LLM to split each document into logical sections, then index each section.
- Add a short LLM-generated summary per chunk and index it alongside, or use it to boost retrieval.
- For long, structured documents (legal, financial), prefer hybrid search (BM25 + dense) so exact wording isn't lost during semantic matching.

Useful tools for parsing PDFs to clean markdown before chunking:

- [`pymupdf4llm`](https://pypi.org/project/pymupdf4llm/) — fast, decent quality.
- [Docling](https://github.com/docling-project/docling) — slower but higher quality on tables/figures.
- [GROBID](https://github.com/kermitt2/grobid) — for academic papers, extracts structure (sections, refs, etc.).

Run the eval again after each change. The goal is measurable improvement on hit rate / MRR for your ground-truth set, not a ""perfect"" chunker in the abstract.",6f2a8b3d10
"Should I add summaries to chunks, and if so, how would that help retrieval?",I don't know.,"Don't try to find the perfect chunker upfront — iterate.

- Start simple: fixed-size chunking (~1000 tokens with some overlap) and run a small ground-truth eval.
- Try smart chunking: ask an LLM to split each document into logical sections, then index each section.
- Add a short LLM-generated summary per chunk and index it alongside, or use it to boost retrieval.
- For long, structured documents (legal, financial), prefer hybrid search (BM25 + dense) so exact wording isn't lost during semantic matching.

Useful tools for parsing PDFs to clean markdown before chunking:

- [`pymupdf4llm`](https://pypi.org/project/pymupdf4llm/) — fast, decent quality.
- [Docling](https://github.com/docling-project/docling) — slower but higher quality on tables/figures.
- [GROBID](https://github.com/kermitt2/grobid) — for academic papers, extracts structure (sections, refs, etc.).

Run the eval again after each change. The goal is measurable improvement on hit rate / MRR for your ground-truth set, not a ""perfect"" chunker in the abstract.",6f2a8b3d10
"For legal or financial docs, is hybrid search better than only dense embeddings?","Yes — for legal or financial documents, hybrid search is preferred over only dense embeddings.

Why:
- These documents are long and structured.
- Exact wording matters a lot.
- Dense semantic matching can miss specific terms or phrasing.

Hybrid search combines:
- BM25 for exact keyword matching
- Dense embeddings for semantic similarity

So you get better recall when exact wording is important, especially in legal and financial text.","Don't try to find the perfect chunker upfront — iterate.

- Start simple: fixed-size chunking (~1000 tokens with some overlap) and run a small ground-truth eval.
- Try smart chunking: ask an LLM to split each document into logical sections, then index each section.
- Add a short LLM-generated summary per chunk and index it alongside, or use it to boost retrieval.
- For long, structured documents (legal, financial), prefer hybrid search (BM25 + dense) so exact wording isn't lost during semantic matching.

Useful tools for parsing PDFs to clean markdown before chunking:

- [`pymupdf4llm`](https://pypi.org/project/pymupdf4llm/) — fast, decent quality.
- [Docling](https://github.com/docling-project/docling) — slower but higher quality on tables/figures.
- [GROBID](https://github.com/kermitt2/grobid) — for academic papers, extracts structure (sections, refs, etc.).

Run the eval again after each change. The goal is measurable improvement on hit rate / MRR for your ground-truth set, not a ""perfect"" chunker in the abstract.",6f2a8b3d10
What tools can I use to turn PDFs into cleaner markdown before chunking them?,"You can use:

- **`pymupdf4llm`** — fast and decent quality
- **Docling** — slower, but better quality on tables and figures
- **GROBID** — especially good for academic papers, since it extracts structure like sections and references

If the PDF is scanned or image-based, you may also need OCR tools like **pytesseract/Tesseract** or a hosted OCR service.","Don't try to find the perfect chunker upfront — iterate.

- Start simple: fixed-size chunking (~1000 tokens with some overlap) and run a small ground-truth eval.
- Try smart chunking: ask an LLM to split each document into logical sections, then index each section.
- Add a short LLM-generated summary per chunk and index it alongside, or use it to boost retrieval.
- For long, structured documents (legal, financial), prefer hybrid search (BM25 + dense) so exact wording isn't lost during semantic matching.

Useful tools for parsing PDFs to clean markdown before chunking:

- [`pymupdf4llm`](https://pypi.org/project/pymupdf4llm/) — fast, decent quality.
- [Docling](https://github.com/docling-project/docling) — slower but higher quality on tables/figures.
- [GROBID](https://github.com/kermitt2/grobid) — for academic papers, extracts structure (sections, refs, etc.).

Run the eval again after each change. The goal is measurable improvement on hit rate / MRR for your ground-truth set, not a ""perfect"" chunker in the abstract.",6f2a8b3d10
"What does reproducibility mean for the capstone project, and do reviewers need my API keys?","Reproducibility means a peer reviewer should be able to clone your repo, follow your README, and recreate the system from scratch using their own credentials.

No, reviewers should **not** need your API keys. You should never share API keys or hosted-service credentials in your repo.

What you should do instead:
- Include a script or notebook that rebuilds the index locally from the dataset.
- Add a `.env.example` with variable names only, no secret values.
- Have reviewers create their own `.env` file with their own keys.
- Keep `.env` in `.gitignore`.
- Pin dependency versions and document the Python version.","Never share API keys or hosted-service credentials in your repo. Reproducibility means a peer reviewer can clone the repo and follow your README to recreate the system from scratch — using their own credentials.

Concretely:

- Provide a script (or notebook) that ingests the dataset and (re)builds the search index locally.
- Ship a `.env.example` with the variable names but no values; have the reviewer create their own `.env` with their own keys. Keep `.env` in `.gitignore`.
- Use a cheap model (`gpt-4o-mini`, Groq, etc.) so reviewers don't burn through credits when running your project.
- Pin dependency versions (`requirements.txt` / `pyproject.toml` lock file) and document the Python version (and Docker version, if used).",e5d8a2c761
How should I set up my repo so someone can rebuild the search index from scratch?,"Set it up so the repo includes everything needed to **rebuild the search index locally from scratch**, but **not** your secrets.

Concretely:

- Add a script or notebook that:
  - ingests the dataset
  - chunks the documents
  - rebuilds the search index from those chunks
- Include a `.env.example` with the variable names only, no values
- Tell reviewers to create their own `.env` with their own API keys
- Keep `.env` in `.gitignore`
- Pin dependencies in `requirements.txt` or `pyproject.toml`
- Document the Python version, and Docker version if you use Docker
- Use a cheap model so reviewers don’t burn credits

If you want, I can also help you write a clean README section for “How to rebuild the index.”","Never share API keys or hosted-service credentials in your repo. Reproducibility means a peer reviewer can clone the repo and follow your README to recreate the system from scratch — using their own credentials.

Concretely:

- Provide a script (or notebook) that ingests the dataset and (re)builds the search index locally.
- Ship a `.env.example` with the variable names but no values; have the reviewer create their own `.env` with their own keys. Keep `.env` in `.gitignore`.
- Use a cheap model (`gpt-4o-mini`, Groq, etc.) so reviewers don't burn through credits when running your project.
- Pin dependency versions (`requirements.txt` / `pyproject.toml` lock file) and document the Python version (and Docker version, if used).",e5d8a2c761
Should I commit my real .env file or just some example file for the project?,"No — do not commit your real `.env` file.

Commit a `.env.example` file with the variable names only, and keep your real `.env` in `.gitignore`.

Example:

```gitignore
.env
```

```bash
# .env.example
OPENAI_API_KEY=
GROQ_API_KEY=
GEMINI_API_KEY=
```

Then each user should create their own `.env` with their own keys.","Never share API keys or hosted-service credentials in your repo. Reproducibility means a peer reviewer can clone the repo and follow your README to recreate the system from scratch — using their own credentials.

Concretely:

- Provide a script (or notebook) that ingests the dataset and (re)builds the search index locally.
- Ship a `.env.example` with the variable names but no values; have the reviewer create their own `.env` with their own keys. Keep `.env` in `.gitignore`.
- Use a cheap model (`gpt-4o-mini`, Groq, etc.) so reviewers don't burn through credits when running your project.
- Pin dependency versions (`requirements.txt` / `pyproject.toml` lock file) and document the Python version (and Docker version, if used).",e5d8a2c761
What model should I use in the capstone so reviewers don't waste a lot of credits?,Use a cheap model like `gpt-4o-mini` or Groq so reviewers don’t burn through credits.,"Never share API keys or hosted-service credentials in your repo. Reproducibility means a peer reviewer can clone the repo and follow your README to recreate the system from scratch — using their own credentials.

Concretely:

- Provide a script (or notebook) that ingests the dataset and (re)builds the search index locally.
- Ship a `.env.example` with the variable names but no values; have the reviewer create their own `.env` with their own keys. Keep `.env` in `.gitignore`.
- Use a cheap model (`gpt-4o-mini`, Groq, etc.) so reviewers don't burn through credits when running your project.
- Pin dependency versions (`requirements.txt` / `pyproject.toml` lock file) and document the Python version (and Docker version, if used).",e5d8a2c761
Do I need to pin package versions and mention the Python or Docker version somewhere?,"Yes — pin dependency versions and document the Python version, and if you use Docker, document the Docker version too.","Never share API keys or hosted-service credentials in your repo. Reproducibility means a peer reviewer can clone the repo and follow your README to recreate the system from scratch — using their own credentials.

Concretely:

- Provide a script (or notebook) that ingests the dataset and (re)builds the search index locally.
- Ship a `.env.example` with the variable names but no values; have the reviewer create their own `.env` with their own keys. Keep `.env` in `.gitignore`.
- Use a cheap model (`gpt-4o-mini`, Groq, etc.) so reviewers don't burn through credits when running your project.
- Pin dependency versions (`requirements.txt` / `pyproject.toml` lock file) and document the Python version (and Docker version, if used).",e5d8a2c761
"Can I do the homework in a language other than Python, like JavaScript or Go, or is Python required?","Yes — in most cases you should use Python. The course materials, examples, and reviewer expectations are Python-based, so Python is the easiest and recommended path for every homework and the final project.

Using another language like JavaScript or Go is technically possible, but only if you have a strong reason. If you do, your documentation must be very thorough so the reviewer can reproduce and run it easily on Windows, macOS, and Linux.

","In most cases, use Python. The course materials, examples, and reviewer expectations are Python-based, so Python is the easiest path. This applies to every homework and to the final/capstone project.

Using another programming language or stack - for example JavaScript, TypeScript, Go, Rust, Java, Scala, C#, or R - is technically possible, but do it only if you have a strong reason. We do not want to restrict your choice of technology, but a non-Python stack makes reproducibility and review harder.

If you use a language other than Python, your documentation must be very thorough. Assume the reviewer has no knowledge of that language or ecosystem. Your README should explain how to install dependencies and run the homework or project on Windows, macOS, and Linux.

For example, a Go project should include steps at the level of:

```bash
go mod tidy
go run .
```

The submission must still be easy to reproduce and evaluate.",ea815eb858
"Is it okay to build the capstone project with Rust, Java, C#, or another stack instead of Python?","Yes, it’s technically possible to use Rust, Java, C#, or another stack for the capstone project, but the course recommends Python in most cases.

Why:
- The course materials, examples, and reviewer expectations are Python-based.
- A non-Python stack makes reproducibility and review harder.

If you do use another language or stack, you should:
- Have a strong reason for it.
- Provide very thorough documentation.
- Explain how to install dependencies and run the project on Windows, macOS, and Linux.
- Make the submission easy to reproduce and evaluate.

So: **yes, but Python is the easiest and preferred choice.**","In most cases, use Python. The course materials, examples, and reviewer expectations are Python-based, so Python is the easiest path. This applies to every homework and to the final/capstone project.

Using another programming language or stack - for example JavaScript, TypeScript, Go, Rust, Java, Scala, C#, or R - is technically possible, but do it only if you have a strong reason. We do not want to restrict your choice of technology, but a non-Python stack makes reproducibility and review harder.

If you use a language other than Python, your documentation must be very thorough. Assume the reviewer has no knowledge of that language or ecosystem. Your README should explain how to install dependencies and run the homework or project on Windows, macOS, and Linux.

For example, a Go project should include steps at the level of:

```bash
go mod tidy
go run .
```

The submission must still be easy to reproduce and evaluate.",ea815eb858
"If I choose a non-Python language for the project, what should I put in the README so the reviewer can run it?","Your README should explain how to install the dependencies and run the project on:

- Windows
- macOS
- Linux

It should be detailed enough that a reviewer who does not know your language or ecosystem can reproduce it from scratch using their own credentials.

For example, for a Go project you might include commands like:

```bash
go mod tidy
go run .
```

Also, make sure to pin dependency versions and document the required language/runtime version.","In most cases, use Python. The course materials, examples, and reviewer expectations are Python-based, so Python is the easiest path. This applies to every homework and to the final/capstone project.

Using another programming language or stack - for example JavaScript, TypeScript, Go, Rust, Java, Scala, C#, or R - is technically possible, but do it only if you have a strong reason. We do not want to restrict your choice of technology, but a non-Python stack makes reproducibility and review harder.

If you use a language other than Python, your documentation must be very thorough. Assume the reviewer has no knowledge of that language or ecosystem. Your README should explain how to install dependencies and run the homework or project on Windows, macOS, and Linux.

For example, a Go project should include steps at the level of:

```bash
go mod tidy
go run .
```

The submission must still be easy to reproduce and evaluate.",ea815eb858
"Do I need to explain installation and run steps for Windows, macOS, and Linux if I use another programming language?","Yes. If you use a language other than Python, your README should explain how to install dependencies and run the project on **Windows, macOS, and Linux**.","In most cases, use Python. The course materials, examples, and reviewer expectations are Python-based, so Python is the easiest path. This applies to every homework and to the final/capstone project.

Using another programming language or stack - for example JavaScript, TypeScript, Go, Rust, Java, Scala, C#, or R - is technically possible, but do it only if you have a strong reason. We do not want to restrict your choice of technology, but a non-Python stack makes reproducibility and review harder.

If you use a language other than Python, your documentation must be very thorough. Assume the reviewer has no knowledge of that language or ecosystem. Your README should explain how to install dependencies and run the homework or project on Windows, macOS, and Linux.

For example, a Go project should include steps at the level of:

```bash
go mod tidy
go run .
```

The submission must still be easy to reproduce and evaluate.",ea815eb858
